student_id,math_score,science_score,english_score,cs_score,prog_skill,web_dev_skill,db_skill,networking_skill,ml_skill,mobile_skill,cloud_skill,data_analysis_skill,communication,teamwork,leadership,adaptability,problem_solving,interest_tech,interest_mgmt,interest_science,interest_design,interest_health,interest_finance,interest_edu,personality_score,career_label
188,79.8,68.0,74.2,92.1,3,3,2,0,1,1,2,2,3,4,2,3,4,1,0,0,1,0,0,0,0.5415798575560623,Software Developer
189,95.5,57.0,80.1,95.6,3,1,2,0,1,1,0,0,3,3,2,3,5,1,0,0,1,0,0,0,0.5091182917957287,Software Developer
190,71.8,84.1,72.2,71.8,3,2,1,1,1,1,1,2,3,3,2,4,5,1,1,0,0,0,0,0,0.29370186292860634,Software Developer
191,66.3,56.1,75.2,91.3,3,2,2,2,2,1,2,2,3,4,1,4,3,1,0,0,0,0,0,0,0.59287049301921,Software Developer
192,75.1,89.5,50.2,93.4,3,1,3,1,1,0,1,2,2,2,3,2,4,1,0,1,0,0,0,0,0.5218844537033708,Software Developer
193,84.9,69.2,50.8,96.5,3,1,2,0,1,1,1,1,3,4,2,4,5,1,0,1,0,0,0,0,0.7216439602839909,Software Developer
194,91.4,84.4,51.9,94.4,3,2,2,1,2,0,0,1,4,2,2,3,4,1,0,0,0,0,0,0,0.6777215856333548,Software Developer
195,73.8,66.4,52.9,90.9,3,2,1,2,0,1,2,2,4,2,3,3,4,1,0,0,1,0,0,0,0.5051227341358848,Software Developer
196,57.2,66.4,60.9,86.6,3,2,3,1,2,1,0,2,4,2,2,3,4,1,0,0,0,0,0,0,0.5515026885249108,Software Developer
197,99.5,85.7,51.9,86.0,3,2,2,0,1,0,2,2,3,3,3,1,4,1,0,0,0,0,0,0,0.5341271863753454,Software Developer
198,84.6,54.2,61.3,97.6,3,2,2,2,0,1,0,3,3,3,4,3,5,1,0,1,0,0,0,0,0.49139021283877177,Software Developer
199,75.7,77.5,73.4,100.0,3,1,2,0,2,1,1,2,4,3,1,4,4,0,0,0,0,0,0,0,0.555334911104949,Software Developer
200,56.1,78.8,76.2,93.9,3,3,1,0,2,2,1,1,2,2,1,2,4,1,0,0,1,0,0,0,0.5906254773750932,Software Developer
201,85.0,76.9,71.9,87.0,3,2,3,1,1,1,1,2,3,3,4,4,4,1,0,1,0,0,0,1,0.5667698737305082,Software Developer
202,75.5,94.0,63.9,100.0,3,1,2,1,0,1,1,2,3,2,3,3,2,1,0,0,0,0,0,0,0.5692979421931326,Software Developer
203,71.5,65.1,58.6,90.4,2,3,2,2,0,2,1,2,2,3,1,3,5,1,0,0,0,0,0,0,0.6695052890606114,Software Developer
204,91.2,66.1,25.7,81.5,3,2,2,2,1,0,0,2,3,4,1,3,4,1,0,1,0,0,0,0,0.47191087334793214,Software Developer
205,82.6,69.3,48.3,82.3,3,1,1,1,2,1,2,1,4,2,2,3,5,1,0,1,1,0,1,0,0.4188346527490123,Software Developer
206,85.2,67.6,44.5,90.7,3,3,2,1,1,2,0,2,2,2,2,4,4,1,0,0,0,0,0,0,0.41771550676852987,Software Developer
207,66.6,75.8,33.5,100.0,3,2,3,3,2,2,1,2,3,2,1,2,4,1,0,1,1,0,0,1,0.29729986341604203,Software Developer
208,75.7,85.1,96.1,97.1,3,2,3,0,1,1,1,2,2,3,2,2,5,1,0,1,0,0,0,1,0.6413762850160362,Software Developer
209,63.4,89.3,67.7,93.1,3,1,2,1,0,1,0,1,4,3,2,2,3,1,0,1,0,0,0,0,0.49400976310880296,Software Developer
210,95.0,47.7,66.4,94.9,3,1,2,2,2,1,1,1,4,4,1,3,4,1,0,1,0,0,0,0,0.682317065811326,Software Developer
211,98.0,83.5,59.5,92.3,3,3,3,0,1,1,1,1,4,4,1,2,4,1,0,0,0,0,0,0,0.6151753969136959,Software Developer
212,82.2,69.2,51.4,86.8,3,2,3,1,1,2,1,2,4,2,1,1,4,1,0,0,0,0,0,0,0.7463075018383424,Software Developer
213,57.0,80.6,68.4,86.8,3,3,2,1,1,3,0,2,3,3,1,3,4,1,0,1,1,0,0,0,1.0,Software Developer
214,95.2,85.5,61.3,97.8,3,2,2,1,1,1,2,2,3,3,3,3,4,1,0,0,0,0,0,0,0.5783804955211354,Software Developer
215,94.3,70.2,50.2,98.0,3,2,3,3,3,0,2,2,3,2,2,2,4,0,0,0,0,0,0,0,0.7106620750604208,Software Developer
216,71.7,73.4,61.1,93.9,3,1,3,1,0,1,0,1,3,3,2,3,4,1,0,1,0,0,0,0,0.5418311290809152,Software Developer
217,78.0,71.2,65.5,96.3,3,3,1,1,1,0,2,3,3,3,2,3,3,1,0,0,0,0,0,0,0.4441339775356953,Software Developer
218,79.7,71.6,74.7,83.2,3,2,2,2,1,2,1,3,3,2,2,2,5,1,0,0,0,0,0,0,0.49988677618369987,Software Developer
219,51.3,79.8,48.4,84.5,3,2,2,1,1,1,1,2,3,4,2,3,3,1,0,0,1,0,0,0,0.5575341548748521,Software Developer
220,68.6,82.7,67.3,97.6,3,1,2,2,0,1,1,1,3,2,1,3,3,1,0,1,0,0,0,1,0.4488564561122677,Software Developer
221,63.5,56.5,68.7,77.8,3,1,2,2,0,0,1,2,3,3,2,3,5,1,0,0,1,0,0,0,0.2567426844522576,Software Developer
222,71.6,87.3,54.3,75.8,3,2,2,1,1,1,2,3,2,4,2,4,4,1,0,0,0,0,0,0,0.5591734689903568,Software Developer
223,67.3,55.6,86.4,88.1,3,1,3,0,1,1,1,3,4,3,1,3,4,1,0,0,0,0,0,0,0.8602339062258736,Software Developer
224,74.6,87.5,61.4,92.1,3,2,2,1,1,2,1,2,2,3,1,3,4,1,0,0,0,0,0,0,0.29114886199373463,Software Developer
225,91.4,63.4,49.0,93.8,3,3,1,1,1,2,0,1,2,3,1,3,5,1,0,0,0,0,0,0,0.6399366311868034,Software Developer
226,64.7,86.7,60.4,73.1,3,2,3,0,1,1,0,2,2,3,3,2,5,1,0,1,0,0,0,0,0.33458627311974154,Software Developer
227,72.1,76.5,67.7,78.4,3,2,2,1,1,1,1,1,3,3,2,4,4,1,0,0,0,0,0,0,0.47530572297732376,Software Developer
228,63.8,66.0,69.0,95.3,3,1,3,0,1,1,1,2,3,1,3,2,4,1,0,0,0,0,0,0,0.6032538426902394,Software Developer
229,74.3,71.4,65.7,80.6,3,1,3,1,1,2,0,1,2,3,2,4,5,0,0,0,0,0,0,0,0.21258513186988548,Software Developer
230,85.3,68.2,65.3,80.9,3,1,1,1,1,0,3,1,4,2,2,3,4,1,0,1,0,0,0,0,0.579511348564856,Software Developer
231,83.0,71.1,54.8,88.1,2,3,2,2,1,1,0,3,2,4,2,2,4,1,0,0,0,0,0,0,0.37313376784557284,Software Developer
232,53.1,64.9,49.2,94.3,3,2,0,1,1,0,1,1,3,4,3,3,5,1,0,0,0,0,0,1,0.7209962671750765,Software Developer
233,59.5,67.6,64.6,93.3,3,1,1,1,1,1,1,2,4,3,2,3,4,1,1,0,0,0,0,0,0.7955109942745959,Software Developer
234,75.6,77.2,71.3,87.1,2,3,3,0,0,1,1,2,4,1,3,3,4,1,0,0,0,0,0,0,0.6428088757156699,Software Developer
235,59.2,39.6,62.3,86.9,3,3,2,1,2,0,1,2,2,2,1,3,4,1,0,0,0,0,1,0,0.4578191824463358,Software Developer
236,80.0,89.4,70.5,98.4,3,2,2,1,1,0,1,1,2,5,2,4,5,1,0,0,0,0,0,0,0.20283158818322866,Software Developer
237,74.0,52.6,65.9,96.4,3,3,1,1,1,2,1,2,4,4,2,2,4,1,0,0,0,0,1,0,0.4700364396976251,Software Developer
238,79.5,54.7,75.1,100.0,3,3,2,2,3,1,0,3,3,3,2,2,5,1,0,0,1,0,0,0,0.597968499183405,Software Developer
239,72.2,68.8,62.4,95.8,3,2,1,1,2,1,1,3,4,3,2,1,4,1,0,0,0,0,0,0,0.5010981256274727,Software Developer
240,84.2,74.8,82.9,96.9,3,2,2,1,2,2,1,1,4,3,2,3,4,1,0,0,0,0,0,0,0.7477926889329211,Software Developer
241,72.4,71.0,63.4,97.0,3,1,3,1,2,0,1,1,3,2,2,2,4,1,0,0,0,0,0,0,0.6574884009639478,Software Developer
242,94.3,27.5,70.4,84.3,3,2,2,1,1,0,1,1,2,2,2,4,4,1,0,0,0,0,0,0,0.4363853837870816,Software Developer
243,69.0,61.1,63.7,92.9,3,2,2,1,1,0,2,2,2,5,2,2,4,1,0,0,0,0,0,0,0.6097072324763895,Software Developer
244,65.6,70.9,45.5,85.0,3,1,2,0,0,0,1,2,3,3,2,4,4,1,0,1,1,0,0,0,0.4999081605541957,Software Developer
245,48.5,74.4,60.4,89.6,3,1,2,0,2,0,1,1,3,3,2,4,4,1,0,1,0,0,0,0,0.6274966668903952,Software Developer
246,51.6,100.0,60.3,89.5,3,2,1,1,0,1,0,2,4,2,3,3,5,1,0,0,0,0,0,0,0.4217190426533366,Software Developer
247,70.7,68.7,100.0,85.9,3,2,2,1,1,2,2,2,1,3,4,3,5,1,0,1,1,0,0,0,0.7662913602928901,Software Developer
248,72.9,59.9,87.0,92.8,3,2,3,0,0,1,1,2,4,4,1,2,4,0,0,0,0,0,0,0,0.38415617474283403,Software Developer
249,100.0,58.1,53.9,83.5,3,2,2,0,0,0,0,2,3,2,3,4,4,1,0,1,0,0,0,0,0.2809118330212056,Software Developer
250,80.0,59.2,48.7,97.8,3,3,3,0,1,0,0,2,4,3,1,3,4,1,0,0,0,0,0,0,0.29663313190437335,Software Developer
251,51.4,83.0,65.5,96.7,3,0,2,2,0,1,1,0,4,2,2,3,5,1,0,0,0,0,1,1,0.6109084183642122,Software Developer
252,69.0,75.8,71.1,100.0,3,1,2,1,2,0,1,1,3,4,3,3,4,1,0,0,0,0,0,0,0.46958773073187204,Software Developer
253,55.2,79.3,65.0,75.6,3,3,2,2,0,0,1,2,2,4,2,4,4,1,0,0,0,0,0,0,0.6403870401967512,Software Developer
254,84.0,79.5,55.8,90.6,3,3,2,1,0,1,1,1,3,3,3,4,4,1,0,0,0,0,0,0,0.3945452673801857,Software Developer
255,83.1,73.7,53.0,92.2,3,2,3,0,1,0,0,2,2,3,2,4,4,1,0,0,0,0,0,0,0.31215614398456115,Software Developer
256,77.1,93.5,74.5,90.4,3,2,2,2,0,2,1,2,3,3,2,3,4,1,0,0,0,0,0,0,0.2642004321323598,Software Developer
257,94.6,90.2,79.4,92.2,3,1,2,1,3,1,0,3,4,4,2,4,4,1,0,1,0,0,0,1,0.6750411913501482,Data Scientist
258,100.0,88.0,57.1,79.6,2,2,1,0,3,0,1,3,2,4,1,4,4,1,1,1,0,0,0,0,0.6420498455807593,Data Scientist
259,87.2,78.7,64.3,64.5,2,1,3,1,3,0,1,3,2,3,2,2,4,1,1,1,0,0,0,1,0.48459162731493216,Data Scientist
260,81.0,92.6,56.6,84.5,2,1,1,1,3,1,1,3,3,2,3,4,3,1,1,1,0,0,1,0,0.5740054461572222,Data Scientist
261,96.7,76.3,68.5,89.6,2,1,2,1,3,0,1,3,2,3,4,2,4,1,1,0,0,0,1,0,0.31939083425343884,Data Scientist
262,84.5,88.4,50.2,76.2,1,1,1,2,2,0,1,3,4,2,1,3,5,1,0,0,0,0,1,0,0.3091568778046698,Data Scientist
263,91.3,93.7,67.7,92.8,3,0,2,2,2,0,0,3,3,3,2,2,5,1,0,1,1,1,0,0,0.7301193006242026,Data Scientist
264,84.0,87.6,48.7,70.7,1,1,3,1,3,0,1,3,2,3,2,4,4,1,1,0,0,0,0,0,0.31869594583728045,Data Scientist
265,86.2,91.7,60.4,80.5,2,1,2,0,3,1,1,3,3,3,1,4,4,1,0,1,0,0,0,0,0.39632580998380995,Data Scientist
266,84.9,71.0,72.1,70.1,2,1,2,1,3,0,1,3,2,3,4,2,4,1,0,1,0,0,0,1,0.38158427253753513,Data Scientist
267,88.9,83.9,79.0,90.2,2,1,1,1,3,0,1,3,3,3,1,3,4,1,0,1,0,0,1,0,0.2798969721097563,Data Scientist
268,83.1,84.9,69.5,87.8,3,1,3,0,3,0,1,3,3,4,1,5,4,1,0,1,0,0,0,0,0.5963568806973999,Data Scientist
269,99.1,83.1,83.8,66.4,2,1,2,1,3,0,1,3,2,3,2,3,4,1,0,1,0,0,0,0,0.4613510310920079,Data Scientist
270,87.9,78.6,60.8,60.4,1,2,3,1,3,0,1,2,2,4,1,3,4,1,0,1,0,0,1,0,0.38097735574853875,Data Scientist
271,86.6,93.0,72.3,80.6,3,1,3,0,3,0,1,3,3,2,3,4,3,0,0,1,0,0,1,1,0.4494293799493801,Data Scientist
272,73.3,84.6,57.5,83.0,1,2,3,1,3,0,2,3,3,3,2,3,4,1,0,1,0,1,0,0,0.39538406679161814,Data Scientist
273,78.9,73.8,83.6,81.4,2,1,1,2,3,0,1,2,2,2,2,3,3,1,0,1,0,0,1,0,0.40782539363031645,Data Scientist
274,84.5,76.0,68.4,87.4,3,1,1,0,3,0,2,3,3,2,3,3,5,1,1,1,0,0,1,0,0.28026560901805053,Data Scientist
275,88.3,78.9,69.6,56.2,1,1,3,0,3,0,1,2,2,3,3,5,4,1,0,1,0,0,0,0,0.2389533806844017,Data Scientist
276,91.8,74.2,47.1,70.8,1,1,3,1,2,1,1,3,3,3,2,3,5,1,0,1,1,0,0,0,0.2130741874369091,Data Scientist
277,66.4,85.4,63.8,79.3,2,2,3,1,3,0,1,3,3,3,3,4,4,1,0,1,0,0,0,0,0.5730447561763448,Data Scientist
278,62.0,94.0,49.4,95.7,2,1,2,1,3,0,0,3,2,3,2,3,5,1,0,1,0,0,0,0,0.41385591257161225,Data Scientist
279,99.8,80.1,70.6,92.9,2,0,3,1,3,1,1,3,3,2,2,3,4,1,0,1,0,0,1,1,0.21848235852213796,Data Scientist
280,71.7,69.6,74.2,95.5,1,1,2,0,3,0,1,3,3,3,2,3,4,1,0,1,0,0,0,0,0.19497359810717646,Data Scientist
281,78.2,100.0,77.2,80.0,3,3,1,1,2,0,1,3,2,2,2,4,4,1,0,1,1,0,0,1,0.5160089893534717,Data Scientist
282,85.8,78.6,59.9,81.4,2,0,2,1,2,0,1,3,2,3,2,4,4,1,0,1,0,0,0,0,0.6127241610234162,Data Scientist
283,87.1,85.0,78.0,73.7,3,0,1,0,2,0,1,3,3,3,2,3,4,1,0,1,0,0,1,0,0.5665405054397274,Data Scientist
284,78.0,84.1,59.2,62.2,1,0,3,1,3,0,2,3,2,4,2,4,4,1,1,1,0,1,0,0,0.6278743798113262,Data Scientist
285,96.6,96.3,85.2,82.8,1,1,3,1,3,1,1,3,3,1,2,4,4,0,1,1,0,0,0,1,0.41647912421445915,Data Scientist
286,99.2,86.8,63.4,83.8,2,2,2,2,3,0,1,3,2,2,1,2,4,1,0,1,0,1,1,0,0.38658017180852045,Data Scientist
287,85.9,85.7,44.7,56.2,2,1,3,1,3,0,1,3,1,3,4,3,5,1,1,1,0,0,1,0,0.35561817757058367,Data Scientist
288,86.3,91.9,65.0,76.3,2,0,1,1,3,1,2,3,2,3,2,3,5,1,0,1,0,0,0,0,0.3138579700150378,Data Scientist
289,81.1,80.7,57.1,87.0,2,0,2,0,3,0,0,3,1,2,2,3,5,1,1,1,0,0,1,0,0.7250844819036564,Data Scientist
290,81.1,77.8,71.5,98.3,2,1,1,2,2,1,1,3,3,2,1,4,4,1,0,1,0,0,0,0,0.4038664897228107,Data Scientist
291,79.0,74.5,68.4,62.7,2,2,2,1,3,1,0,3,5,3,2,4,5,1,0,0,0,0,1,0,0.3291012403410877,Data Scientist
292,81.3,76.5,57.7,88.5,1,0,2,1,3,1,0,2,3,3,1,3,4,1,0,1,0,0,1,0,0.32415473405337336,Data Scientist
293,87.7,67.3,79.4,80.6,2,1,2,1,3,0,0,3,1,4,1,4,5,1,0,1,0,1,0,0,0.25710004402252595,Data Scientist
294,84.0,99.1,55.6,77.3,1,1,3,1,3,0,1,3,3,3,3,3,5,1,0,1,0,0,1,0,0.2573040606918383,Data Scientist
295,85.1,89.0,52.0,91.7,1,1,1,0,3,1,3,3,4,3,2,3,4,1,1,0,0,1,0,0,0.5306218056909643,Data Scientist
296,85.7,78.2,69.4,73.1,2,3,2,1,3,1,2,3,4,3,2,2,3,1,0,1,1,0,0,0,0.22689601249113858,Data Scientist
297,95.6,92.7,60.4,77.0,2,1,2,1,3,0,2,3,4,4,3,4,5,1,0,1,0,0,1,1,0.6665505478749357,Data Scientist
298,100.0,54.7,65.4,92.5,3,3,2,1,3,0,2,3,3,3,2,3,5,1,1,0,0,0,0,0,0.6903317083097513,Data Scientist
299,94.1,77.9,73.5,64.8,2,1,2,1,2,0,2,3,4,3,2,2,4,1,0,1,0,0,1,1,0.44589235193943844,Data Scientist
300,75.6,88.7,66.4,72.1,1,1,3,2,3,0,2,3,3,3,1,4,3,1,0,1,0,0,1,0,0.5302456008545654,Data Scientist
301,88.4,90.7,62.3,96.8,1,2,2,0,3,0,0,2,3,3,2,3,4,1,0,1,0,0,1,0,0.3918555251005131,Data Scientist
302,73.0,72.8,57.2,94.0,2,2,2,1,3,1,1,3,3,2,2,3,4,1,0,1,1,0,0,0,0.4636951756589503,Data Scientist
303,84.9,87.2,60.2,73.9,2,2,0,1,3,0,1,3,3,1,3,2,4,1,0,1,0,0,0,0,0.5611610671023429,Data Scientist
304,85.7,71.7,53.7,99.9,2,0,2,2,3,1,2,2,2,4,1,3,4,1,0,1,0,0,0,0,0.38316721447321095,Data Scientist
305,85.7,61.7,69.9,80.3,2,2,3,1,3,0,2,2,3,3,3,2,3,1,0,1,0,0,0,0,0.473523452414729,Data Scientist
306,100.0,82.9,46.8,69.1,1,0,3,2,3,0,0,3,4,4,3,3,5,1,0,0,0,0,1,0,0.5470003119874997,Data Scientist
307,93.5,77.6,57.8,73.6,2,1,2,1,2,0,1,3,4,4,3,4,4,1,0,0,1,0,0,0,0.5473322888855758,Data Scientist
308,94.7,83.7,64.1,79.3,2,0,3,3,3,0,1,3,3,4,2,4,5,1,1,1,0,0,0,0,0.4004745498088588,Data Scientist
309,96.6,92.5,78.4,79.8,0,1,2,0,3,0,0,3,2,4,1,3,4,1,0,1,0,0,1,0,0.500849027071413,Data Scientist
310,82.2,77.5,55.9,68.8,3,1,3,0,2,0,1,3,3,2,2,3,4,1,0,1,0,0,0,0,0.6705648454518807,Data Scientist
311,89.9,85.0,67.6,62.6,2,2,2,1,3,0,1,3,2,2,1,4,4,1,0,1,0,0,0,0,0.46896888285910354,Data Scientist
312,77.8,79.1,60.6,68.9,2,2,2,2,3,1,1,3,5,3,3,3,4,1,1,1,0,0,1,0,0.5851810170738462,Data Scientist
313,85.5,85.1,73.3,88.3,3,1,1,1,3,0,2,3,3,4,1,3,4,1,0,0,0,1,0,0,0.4223869699476121,Data Scientist
314,93.0,59.6,64.7,62.9,2,1,1,2,3,0,1,2,2,3,1,3,3,1,1,1,0,0,0,1,0.474357477769957,Data Scientist
315,75.9,88.3,89.2,100.0,2,2,1,2,3,0,2,3,3,3,1,4,3,1,0,1,0,0,1,0,0.2924917815265221,Data Scientist
316,84.3,58.7,56.4,91.8,2,0,1,1,3,0,1,2,3,4,3,2,5,0,0,0,0,0,0,0,0.4415081869103315,Data Scientist
317,86.2,85.0,61.3,76.9,2,1,3,1,3,1,1,3,3,3,1,3,4,1,0,0,0,0,0,0,0.7686834344743521,Data Scientist
318,86.5,88.5,57.6,79.2,1,2,2,0,3,0,2,3,3,2,2,4,3,1,0,1,1,0,0,1,0.30681065260666035,Data Scientist
319,96.1,78.0,50.2,59.5,3,1,2,1,3,0,1,2,2,3,2,3,4,1,0,1,0,0,0,0,0.6523702657670144,Data Scientist
320,89.7,77.3,40.8,86.4,3,0,2,2,3,1,1,3,4,2,1,2,3,1,0,0,0,0,0,0,0.47295508760615823,Data Scientist
321,79.3,82.3,60.3,94.8,2,0,0,1,3,0,2,3,3,4,3,2,3,0,1,0,0,0,0,0,0.5726972316680792,Data Scientist
322,86.0,68.6,65.9,73.2,2,2,3,0,3,0,1,3,2,4,2,3,4,1,0,1,0,0,0,0,0.38737378897274527,Data Scientist
323,77.5,85.9,58.4,75.0,2,0,3,2,3,0,0,3,4,2,3,3,5,1,1,1,0,0,1,0,0.3873325481229572,Data Scientist
324,88.8,61.3,70.6,93.0,1,1,1,0,2,0,1,3,2,3,2,4,4,1,0,0,0,0,1,0,0.5442899239545569,Data Scientist
325,94.0,61.9,72.0,77.1,1,0,2,0,3,0,1,3,3,4,3,4,4,1,1,1,0,0,0,0,0.5314548418934478,Data Scientist
326,100.0,91.0,54.4,88.9,3,1,2,1,3,0,0,3,2,2,3,3,4,1,0,1,0,0,1,0,0.2656473095170222,Data Scientist
327,86.6,96.4,70.0,80.1,3,0,1,0,3,0,2,3,3,3,2,2,5,0,0,1,0,0,1,1,0.5279806527152867,Data Scientist
328,93.1,100.0,76.2,88.3,1,1,2,1,3,1,0,3,4,2,3,4,4,1,0,1,0,0,0,0,0.2367802969265212,Data Scientist
329,85.7,86.4,77.8,86.0,3,0,2,0,3,1,1,3,3,3,2,3,4,1,0,1,0,0,0,0,0.6191682040667469,Data Scientist
330,92.9,91.6,61.4,71.6,1,1,2,0,3,0,0,3,1,4,3,3,4,1,0,1,0,0,0,1,0.5254195941788365,Data Scientist
331,95.7,93.7,67.3,77.8,2,0,2,2,3,0,1,3,4,3,2,3,4,1,0,1,0,0,1,0,0.38281835326020625,Data Scientist
332,86.2,78.8,67.2,70.2,2,1,1,2,3,0,1,2,3,1,1,4,4,1,0,1,0,0,0,0,0.3732622192190553,Data Scientist
333,100.0,73.0,100.0,76.5,2,1,2,1,2,0,2,3,3,3,3,2,4,1,0,1,0,1,0,0,0.40977912911373554,Data Scientist
334,85.3,61.9,65.7,81.6,2,1,2,0,3,0,1,3,4,3,2,3,4,1,0,1,1,0,1,0,0.47449290796201987,Data Scientist
335,82.5,86.7,83.7,91.7,1,2,2,1,3,0,1,2,3,4,2,4,4,1,0,1,0,0,0,0,0.5774376796569926,Data Scientist
336,88.7,77.1,61.4,75.8,3,2,2,2,3,1,0,3,2,3,2,3,5,1,1,1,0,0,0,0,0.5581917193873572,Data Scientist
337,83.5,77.4,80.4,76.2,2,2,3,1,3,0,1,3,2,4,2,2,4,1,1,1,0,1,1,1,0.37438069895225046,Data Scientist
338,81.6,84.2,73.5,77.1,2,1,2,2,3,1,1,2,3,3,3,4,4,1,0,1,0,0,0,0,0.45828841474300147,Data Scientist
339,85.5,92.3,64.5,84.3,2,1,2,2,3,0,2,3,1,3,1,2,2,1,1,1,0,0,1,0,0.42945156334590867,Data Scientist
340,100.0,71.0,79.0,91.6,1,1,3,0,3,0,1,3,3,2,2,3,4,1,0,1,0,0,0,0,0.50238383438167,Data Scientist
341,84.6,77.1,61.5,84.7,2,1,2,0,3,0,0,3,2,3,3,4,4,1,0,1,0,0,0,0,0.39562514956768974,Data Scientist
342,99.4,80.8,85.3,84.2,3,1,2,0,3,0,0,3,4,3,2,3,5,1,0,1,0,0,0,1,0.4506062936734741,Data Scientist
343,68.8,75.2,62.2,61.3,1,0,2,2,3,0,0,2,2,2,1,3,3,1,1,1,0,0,0,0,0.5008463840502392,Data Scientist
344,84.6,80.7,65.6,81.7,2,1,2,1,3,0,0,3,4,2,2,2,4,1,0,0,0,0,1,0,0.22770171883113063,Data Scientist
345,91.7,76.6,61.9,64.8,3,1,2,0,3,0,1,3,4,3,1,5,5,1,0,1,1,0,0,1,0.5584012237332447,Data Scientist
346,95.0,85.1,81.9,75.6,3,0,1,2,3,1,1,3,2,3,3,3,4,1,0,0,0,0,1,0,0.5481560939090426,Data Scientist
347,88.9,92.0,75.7,100.0,3,1,0,2,3,0,1,3,3,2,1,3,4,1,0,0,0,0,1,0,0.5462312467404018,Data Scientist
348,77.4,84.5,94.0,68.9,3,1,2,2,3,0,1,3,4,3,1,2,2,1,0,1,0,0,1,0,0.45779880482619667,Data Scientist
349,100.0,72.4,70.6,79.9,2,2,2,0,3,0,3,3,3,2,1,2,4,1,0,0,0,0,0,0,0.6640992977392154,Data Scientist
350,87.9,75.5,52.6,72.5,3,2,2,1,3,0,1,3,3,2,1,4,5,1,0,1,0,0,1,0,0.35537685091388377,Data Scientist
351,82.9,62.9,66.9,100.0,2,3,3,2,3,0,1,3,4,3,1,3,4,0,1,1,0,0,1,0,0.5697136572992343,Data Scientist
352,80.3,81.5,85.4,86.8,2,1,2,1,3,1,1,3,4,2,3,3,4,1,0,0,0,0,1,0,0.4536381830830487,Data Scientist
353,88.5,80.8,65.4,91.4,2,1,3,1,3,0,1,3,3,3,4,2,3,1,0,0,0,0,0,0,0.4998565250279415,Data Scientist
354,92.9,77.8,73.2,98.3,2,1,1,1,3,0,1,3,3,2,2,3,4,1,1,1,0,0,0,0,0.6134008963975037,Data Scientist
355,86.5,79.9,51.6,70.7,2,1,2,1,3,1,1,2,4,3,2,2,4,1,0,1,0,0,0,0,0.4324241992538437,Data Scientist
356,91.5,83.8,72.0,83.1,1,2,2,1,2,1,0,3,5,2,3,2,4,1,1,1,0,0,1,0,0.3574751098534249,Data Scientist
357,92.9,81.7,78.0,70.9,1,1,1,1,3,1,1,3,3,3,2,3,4,1,0,1,0,1,0,0,0.6599126889980824,Data Scientist
358,100.0,86.8,69.7,70.0,2,1,3,0,3,0,1,3,2,2,1,3,3,1,0,1,0,0,0,0,0.6567735333229094,Data Scientist
359,82.7,76.1,73.7,74.2,2,0,3,0,3,0,2,2,5,4,2,2,4,1,0,1,0,0,1,0,0.34147700663703,Data Scientist
360,97.6,99.9,64.8,58.1,2,3,2,2,3,0,2,3,4,3,3,4,5,1,0,1,0,0,0,0,0.35646614170512897,Data Scientist
361,85.4,84.1,80.1,75.5,1,0,2,2,3,1,1,3,3,3,2,2,4,0,1,1,0,1,0,0,0.44862614421980174,Data Scientist
362,75.6,83.4,64.2,71.2,2,0,2,1,3,1,2,3,4,3,1,3,4,1,0,1,0,0,0,0,0.6127766772258476,Data Scientist
363,91.6,64.8,59.4,84.1,2,2,2,1,3,0,0,3,3,3,1,3,4,1,0,1,0,0,1,0,0.5335312083552218,Data Scientist
364,90.7,100.0,64.2,81.4,3,1,3,0,3,0,1,2,4,3,3,4,4,1,0,1,1,0,1,0,0.07584689989158044,Data Scientist
365,87.9,72.2,50.0,87.3,2,2,1,1,3,1,2,3,3,4,3,3,3,0,1,1,1,0,0,0,0.4067200648977306,Data Scientist
366,78.9,69.3,63.2,81.6,2,1,2,2,3,1,1,3,2,5,3,3,4,1,0,1,0,0,1,0,0.41294653895440964,Data Scientist
367,85.2,98.5,68.8,81.3,3,0,3,2,3,1,0,3,3,4,3,4,4,1,0,0,0,0,0,0,0.6290417632758882,Data Scientist
368,90.1,71.5,64.1,78.6,2,1,2,2,3,0,1,3,3,3,2,3,4,0,0,1,0,0,0,0,0.5513805903345421,Data Scientist
369,87.2,70.2,87.1,74.1,1,1,3,1,3,0,2,3,3,3,1,3,5,0,0,1,0,0,0,0,0.5349903222589089,Data Scientist
370,88.9,61.0,47.3,82.4,2,2,2,1,2,1,1,3,2,2,3,4,4,1,0,1,0,0,1,0,0.41752340728509485,Data Scientist
371,72.4,78.9,78.6,85.4,2,1,2,2,3,0,1,3,4,2,1,3,4,1,0,0,0,0,0,0,0.3817242324069354,Data Scientist
372,83.8,69.8,77.3,85.1,1,0,2,1,3,0,1,3,3,2,2,3,4,1,0,0,1,0,0,0,0.7537636625237929,Data Scientist
373,83.9,91.0,83.1,91.9,2,0,2,1,3,0,0,3,3,4,2,3,4,1,0,1,1,0,0,0,0.5528429061327724,Data Scientist
374,100.0,90.6,53.3,89.5,3,2,2,1,3,0,2,3,3,2,3,2,4,0,0,1,1,0,1,0,0.4857382250058521,Data Scientist
375,85.2,83.2,62.0,86.7,3,0,1,0,3,0,1,3,2,2,2,3,4,1,0,1,0,0,0,0,0.20142846223015431,Data Scientist
